QR_ID,Vendor_Code,Vendor_Name,Lot_Number,Date_of_Manufacture,Warranty_Expiry,Num_Inspections,Inspection_Records,In_Service_Failure,Failure_Date,Track_Section
QR0067,V003,SAIL,LOT6576,2025-03-18,2028-03-18,4,"[{'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(15.64)}, {'date': datetime.date(2025, 7, 21), 'result': 'Pass', 'wear': np.float64(4.22)}, {'date': datetime.date(2025, 3, 30), 'result': 'Pass', 'wear': np.float64(7.85)}, {'date': datetime.date(2025, 6, 1), 'result': 'Pass', 'wear': np.float64(21.8)}]",No,,Plain
QR0068,V002,Jindal Rail Infra,LOT8800,2025-03-12,2030-03-12,5,"[{'date': datetime.date(2025, 5, 17), 'result': 'Pass', 'wear': np.float64(7.7)}, {'date': datetime.date(2025, 7, 18), 'result': 'Pass', 'wear': np.float64(17.16)}, {'date': datetime.date(2025, 6, 9), 'result': 'Pass', 'wear': np.float64(15.46)}, {'date': datetime.date(2025, 6, 29), 'result': 'Pass', 'wear': np.float64(8.48)}, {'date': datetime.date(2025, 7, 20), 'result': 'Pass', 'wear': np.float64(36.44)}]",No,,Urban Metro
QR0069,V005,Reliance Infra,LOT9698,2023-12-05,2026-12-05,5,"[{'date': datetime.date(2024, 2, 12), 'result': 'Fail', 'wear': np.float64(21.34)}, {'date': datetime.date(2024, 3, 13), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 6, 3), 'result': 'Pass', 'wear': np.float64(16.86)}, {'date': datetime.date(2024, 7, 1), 'result': 'Pass', 'wear': np.float64(8.38)}, {'date': datetime.date(2024, 7, 9), 'result': 'Pass', 'wear': np.float64(23.52)}]",No,,Coastal Area
QR0070,V003,SAIL,LOT2958,2025-04-30,2027-04-30,3,"[{'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(7.07)}, {'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(13.85)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(20.05)}]",No,,Plain
QR0071,V005,Reliance Infra,LOT5636,2023-12-05,2024-12-05,3,"[{'date': datetime.date(2024, 7, 22), 'result': 'Pass', 'wear': np.float64(23.66)}, {'date': datetime.date(2024, 11, 16), 'result': 'Pass', 'wear': np.float64(3.0)}, {'date': datetime.date(2024, 7, 30), 'result': 'Pass', 'wear': np.float64(11.65)}]",No,,Coastal Area
QR0072,V003,SAIL,LOT1745,2025-02-03,2026-02-03,4,"[{'date': datetime.date(2025, 4, 12), 'result': 'Pass', 'wear': np.float64(10.25)}, {'date': datetime.date(2025, 7, 7), 'result': 'Pass', 'wear': np.float64(8.47)}, {'date': datetime.date(2025, 6, 25), 'result': 'Pass', 'wear': np.float64(32.65)}, {'date': datetime.date(2025, 7, 3), 'result': 'Pass', 'wear': np.float64(19.05)}]",No,,Plain
QR0073,V003,SAIL,LOT8690,2025-03-28,2030-03-28,5,"[{'date': datetime.date(2025, 6, 2), 'result': 'Pass', 'wear': np.float64(2.39)}, {'date': datetime.date(2025, 5, 8), 'result': 'Fail', 'wear': np.float64(24.18)}, {'date': datetime.date(2025, 8, 20), 'result': 'Pass', 'wear': np.float64(36.22)}, {'date': datetime.date(2025, 6, 4), 'result': 'Pass', 'wear': np.float64(25.32)}, {'date': datetime.date(2025, 5, 26), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Urban Metro
QR0074,V001,Tata Steel,LOT1878,2025-04-24,2027-04-24,3,"[{'date': datetime.date(2025, 5, 26), 'result': 'Pass', 'wear': np.float64(10.16)}, {'date': datetime.date(2025, 9, 5), 'result': 'Fail', 'wear': np.float64(27.67)}, {'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(7.92)}]",No,,Plain
QR0075,V004,Bharat Forge,LOT4697,2025-08-01,2030-08-01,5,"[{'date': datetime.date(2025, 8, 14), 'result': 'Fail', 'wear': np.float64(19.44)}, {'date': datetime.date(2025, 8, 16), 'result': 'Pass', 'wear': np.float64(22.75)}, {'date': datetime.date(2025, 8, 31), 'result': 'Pass', 'wear': np.float64(5.73)}, {'date': datetime.date(2025, 8, 18), 'result': 'Pass', 'wear': np.float64(14.4)}, {'date': datetime.date(2025, 8, 31), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Heavy Load Zone
QR0076,V002,Jindal Rail Infra,LOT4457,2025-01-07,2028-01-07,2,"[{'date': datetime.date(2025, 7, 20), 'result': 'Pass', 'wear': np.float64(4.76)}, {'date': datetime.date(2025, 6, 4), 'result': 'Pass', 'wear': np.float64(12.47)}]",No,,Heavy Load Zone
QR0077,V004,Bharat Forge,LOT8381,2025-03-26,2030-03-26,4,"[{'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(2.52)}, {'date': datetime.date(2025, 6, 17), 'result': 'Pass', 'wear': np.float64(31.32)}, {'date': datetime.date(2025, 6, 23), 'result': 'Pass', 'wear': np.float64(0.7)}, {'date': datetime.date(2025, 8, 26), 'result': 'Pass', 'wear': np.float64(10.6)}]",No,,Coastal Area
QR0078,V003,SAIL,LOT4241,2023-12-20,2028-12-20,2,"[{'date': datetime.date(2024, 10, 11), 'result': 'Pass', 'wear': np.float64(16.31)}, {'date': datetime.date(2024, 9, 2), 'result': 'Pass', 'wear': np.float64(29.41)}]",No,,Coastal Area
QR0079,V001,Tata Steel,LOT1977,2025-06-04,2027-06-04,4,"[{'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(0.64)}, {'date': datetime.date(2025, 8, 12), 'result': 'Pass', 'wear': np.float64(26.63)}, {'date': datetime.date(2025, 8, 26), 'result': 'Fail', 'wear': np.float64(15.1)}, {'date': datetime.date(2025, 6, 4), 'result': 'Pass', 'wear': np.float64(5.18)}]",No,,Hilly Terrain
QR0080,V004,Bharat Forge,LOT5460,2024-01-24,2029-01-24,5,"[{'date': datetime.date(2025, 1, 1), 'result': 'Pass', 'wear': np.float64(19.62)}, {'date': datetime.date(2025, 3, 9), 'result': 'Pass', 'wear': np.float64(16.99)}, {'date': datetime.date(2024, 5, 19), 'result': 'Pass', 'wear': np.float64(9.0)}, {'date': datetime.date(2025, 6, 2), 'result': 'Pass', 'wear': np.float64(15.7)}, {'date': datetime.date(2024, 10, 28), 'result': 'Pass', 'wear': np.float64(11.15)}]",No,,Plain
QR0081,V005,Reliance Infra,LOT1339,2025-04-22,2028-04-22,2,"[{'date': datetime.date(2025, 6, 10), 'result': 'Pass', 'wear': np.float64(16.14)}, {'date': datetime.date(2025, 6, 18), 'result': 'Pass', 'wear': np.float64(21.62)}]",No,,Urban Metro
QR0082,V003,SAIL,LOT3973,2025-04-06,2030-04-06,5,"[{'date': datetime.date(2025, 5, 21), 'result': 'Fail', 'wear': np.float64(30.86)}, {'date': datetime.date(2025, 5, 4), 'result': 'Pass', 'wear': np.float64(2.62)}, {'date': datetime.date(2025, 8, 10), 'result': 'Pass', 'wear': np.float64(36.33)}, {'date': datetime.date(2025, 6, 24), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 6, 27), 'result': 'Pass', 'wear': np.float64(13.48)}]",No,,Urban Metro
QR0083,V004,Bharat Forge,LOT5722,2024-02-27,2029-02-27,2,"[{'date': datetime.date(2024, 3, 11), 'result': 'Pass', 'wear': np.float64(20.88)}, {'date': datetime.date(2025, 4, 8), 'result': 'Pass', 'wear': np.float64(17.81)}]",No,,Urban Metro
QR0084,V005,Reliance Infra,LOT1018,2025-08-27,2030-08-27,5,"[{'date': datetime.date(2025, 8, 30), 'result': 'Pass', 'wear': np.float64(8.77)}, {'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(12.92)}, {'date': datetime.date(2025, 8, 29), 'result': 'Pass', 'wear': np.float64(10.07)}, {'date': datetime.date(2025, 8, 30), 'result': 'Pass', 'wear': np.float64(9.11)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(23.5)}]",No,,Hilly Terrain
QR0085,V005,Reliance Infra,LOT3146,2025-05-21,2028-05-21,5,"[{'date': datetime.date(2025, 7, 10), 'result': 'Pass', 'wear': np.float64(18.57)}, {'date': datetime.date(2025, 6, 16), 'result': 'Pass', 'wear': np.float64(8.07)}, {'date': datetime.date(2025, 6, 26), 'result': 'Pass', 'wear': np.float64(24.0)}, {'date': datetime.date(2025, 6, 1), 'result': 'Pass', 'wear': np.float64(18.07)}, {'date': datetime.date(2025, 6, 23), 'result': 'Pass', 'wear': np.float64(23.13)}]",No,,Hilly Terrain
QR0086,V005,Reliance Infra,LOT1224,2025-03-19,2030-03-19,2,"[{'date': datetime.date(2025, 5, 27), 'result': 'Pass', 'wear': np.float64(21.3)}, {'date': datetime.date(2025, 4, 25), 'result': 'Pass', 'wear': np.float64(6.71)}]",No,,Heavy Load Zone
QR0087,V002,Jindal Rail Infra,LOT9165,2024-10-02,2027-10-02,4,"[{'date': datetime.date(2025, 6, 5), 'result': 'Pass', 'wear': np.float64(9.4)}, {'date': datetime.date(2025, 3, 5), 'result': 'Pass', 'wear': np.float64(22.47)}, {'date': datetime.date(2025, 6, 9), 'result': 'Pass', 'wear': np.float64(21.1)}, {'date': datetime.date(2025, 1, 1), 'result': 'Pass', 'wear': np.float64(14.79)}]",No,,Coastal Area
QR0088,V005,Reliance Infra,LOT9327,2024-10-09,2026-10-09,2,"[{'date': datetime.date(2025, 6, 16), 'result': 'Pass', 'wear': np.float64(16.17)}, {'date': datetime.date(2025, 4, 8), 'result': 'Pass', 'wear': np.float64(27.78)}]",No,,Plain
QR0089,V003,SAIL,LOT1042,2025-08-13,2028-08-13,4,"[{'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(9.08)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(20.47)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(12.98)}, {'date': datetime.date(2025, 8, 17), 'result': 'Pass', 'wear': np.float64(12.82)}]",No,,Urban Metro
QR0090,V003,SAIL,LOT6446,2024-12-16,2029-12-16,5,"[{'date': datetime.date(2025, 3, 11), 'result': 'Fail', 'wear': np.float64(25.99)}, {'date': datetime.date(2025, 8, 13), 'result': 'Pass', 'wear': np.float64(23.25)}, {'date': datetime.date(2025, 1, 26), 'result': 'Fail', 'wear': np.float64(23.14)}, {'date': datetime.date(2025, 8, 12), 'result': 'Pass', 'wear': np.float64(28.05)}, {'date': datetime.date(2025, 5, 3), 'result': 'Pass', 'wear': np.float64(15.21)}]",No,,Urban Metro
QR0091,V001,Tata Steel,LOT6213,2025-09-03,2030-09-03,5,"[{'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(21.82)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(11.9)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(18.24)}, {'date': datetime.date(2025, 9, 3), 'result': 'Fail', 'wear': np.float64(13.7)}, {'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(15.97)}]",Yes,2025-09-03,Plain
QR0092,V005,Reliance Infra,LOT6439,2025-02-13,2026-02-13,5,"[{'date': datetime.date(2025, 8, 9), 'result': 'Pass', 'wear': np.float64(20.95)}, {'date': datetime.date(2025, 3, 1), 'result': 'Fail', 'wear': np.float64(6.82)}, {'date': datetime.date(2025, 4, 1), 'result': 'Pass', 'wear': np.float64(35.92)}, {'date': datetime.date(2025, 5, 16), 'result': 'Pass', 'wear': np.float64(4.94)}, {'date': datetime.date(2025, 8, 14), 'result': 'Pass', 'wear': np.float64(2.86)}]",No,,Heavy Load Zone
QR0093,V004,Bharat Forge,LOT5342,2023-10-26,2026-10-26,5,"[{'date': datetime.date(2024, 4, 25), 'result': 'Pass', 'wear': np.float64(26.58)}, {'date': datetime.date(2023, 12, 17), 'result': 'Pass', 'wear': np.float64(22.92)}, {'date': datetime.date(2024, 9, 2), 'result': 'Pass', 'wear': np.float64(21.24)}, {'date': datetime.date(2024, 8, 5), 'result': 'Pass', 'wear': np.float64(21.28)}, {'date': datetime.date(2023, 12, 28), 'result': 'Pass', 'wear': np.float64(14.88)}]",No,,Urban Metro
QR0094,V005,Reliance Infra,LOT1588,2023-12-23,2024-12-23,3,"[{'date': datetime.date(2024, 4, 11), 'result': 'Pass', 'wear': np.float64(6.03)}, {'date': datetime.date(2025, 5, 13), 'result': 'Fail', 'wear': np.float64(15.76)}, {'date': datetime.date(2025, 2, 2), 'result': 'Fail', 'wear': np.float64(8.23)}]",No,,Urban Metro
QR0095,V001,Tata Steel,LOT2646,2025-04-11,2030-04-11,3,"[{'date': datetime.date(2025, 8, 16), 'result': 'Pass', 'wear': np.float64(24.75)}, {'date': datetime.date(2025, 7, 25), 'result': 'Fail', 'wear': np.float64(13.53)}, {'date': datetime.date(2025, 8, 17), 'result': 'Pass', 'wear': np.float64(6.75)}]",No,,Hilly Terrain
QR0096,V003,SAIL,LOT7141,2024-05-03,2029-05-03,3,"[{'date': datetime.date(2025, 2, 28), 'result': 'Pass', 'wear': np.float64(11.79)}, {'date': datetime.date(2024, 8, 4), 'result': 'Pass', 'wear': np.float64(19.13)}, {'date': datetime.date(2025, 8, 18), 'result': 'Pass', 'wear': np.float64(9.36)}]",No,,Coastal Area
QR0097,V001,Tata Steel,LOT7267,2025-04-20,2027-04-20,5,"[{'date': datetime.date(2025, 7, 6), 'result': 'Fail', 'wear': np.float64(6.78)}, {'date': datetime.date(2025, 6, 9), 'result': 'Pass', 'wear': np.float64(17.44)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(17.45)}, {'date': datetime.date(2025, 8, 20), 'result': 'Pass', 'wear': np.float64(9.93)}, {'date': datetime.date(2025, 8, 16), 'result': 'Pass', 'wear': np.float64(10.29)}]",Yes,2025-08-03,Urban Metro
QR0098,V003,SAIL,LOT9955,2025-06-14,2027-06-14,2,"[{'date': datetime.date(2025, 8, 26), 'result': 'Pass', 'wear': np.float64(17.32)}, {'date': datetime.date(2025, 6, 24), 'result': 'Pass', 'wear': np.float64(0.52)}]",No,,Urban Metro
QR0099,V003,SAIL,LOT8484,2024-10-15,2027-10-15,3,"[{'date': datetime.date(2024, 12, 28), 'result': 'Fail', 'wear': np.float64(0.93)}, {'date': datetime.date(2025, 8, 4), 'result': 'Pass', 'wear': np.float64(7.82)}, {'date': datetime.date(2025, 6, 16), 'result': 'Pass', 'wear': np.float64(12.87)}]",No,,Hilly Terrain
QR0100,V005,Reliance Infra,LOT5847,2025-01-18,2028-01-18,2,"[{'date': datetime.date(2025, 2, 28), 'result': 'Fail', 'wear': np.float64(18.11)}, {'date': datetime.date(2025, 3, 24), 'result': 'Pass', 'wear': np.float64(29.75)}]",No,,Plain
QR0101,V001,Tata Steel,LOT9138,2024-10-12,2027-10-12,3,"[{'date': datetime.date(2024, 10, 15), 'result': 'Pass', 'wear': np.float64(23.58)}, {'date': datetime.date(2025, 1, 17), 'result': 'Pass', 'wear': np.float64(13.4)}, {'date': datetime.date(2025, 8, 17), 'result': 'Pass', 'wear': np.float64(14.81)}]",No,,Coastal Area
QR0102,V001,Tata Steel,LOT1645,2024-07-12,2027-07-12,5,"[{'date': datetime.date(2025, 1, 23), 'result': 'Pass', 'wear': np.float64(4.97)}, {'date': datetime.date(2024, 11, 7), 'result': 'Pass', 'wear': np.float64(14.81)}, {'date': datetime.date(2024, 10, 23), 'result': 'Pass', 'wear': np.float64(12.11)}, {'date': datetime.date(2025, 3, 21), 'result': 'Fail', 'wear': np.float64(18.23)}, {'date': datetime.date(2025, 4, 7), 'result': 'Pass', 'wear': np.float64(6.73)}]",No,,Coastal Area
QR0103,V002,Jindal Rail Infra,LOT9837,2025-03-25,2028-03-25,4,"[{'date': datetime.date(2025, 8, 9), 'result': 'Pass', 'wear': np.float64(20.19)}, {'date': datetime.date(2025, 7, 16), 'result': 'Pass', 'wear': np.float64(30.33)}, {'date': datetime.date(2025, 6, 2), 'result': 'Pass', 'wear': np.float64(13.91)}, {'date': datetime.date(2025, 4, 17), 'result': 'Pass', 'wear': np.float64(19.02)}]",No,,Hilly Terrain
QR0104,V001,Tata Steel,LOT8673,2025-06-19,2026-06-19,3,"[{'date': datetime.date(2025, 7, 30), 'result': 'Pass', 'wear': np.float64(21.9)}, {'date': datetime.date(2025, 6, 24), 'result': 'Pass', 'wear': np.float64(10.99)}, {'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(17.24)}]",No,,Urban Metro
QR0105,V005,Reliance Infra,LOT6992,2024-07-13,2025-07-13,5,"[{'date': datetime.date(2024, 9, 15), 'result': 'Pass', 'wear': np.float64(15.13)}, {'date': datetime.date(2025, 3, 23), 'result': 'Pass', 'wear': np.float64(15.98)}, {'date': datetime.date(2024, 7, 25), 'result': 'Pass', 'wear': np.float64(7.27)}, {'date': datetime.date(2025, 6, 15), 'result': 'Pass', 'wear': np.float64(15.25)}, {'date': datetime.date(2024, 8, 3), 'result': 'Pass', 'wear': np.float64(19.98)}]",No,,Hilly Terrain
QR0106,V001,Tata Steel,LOT4830,2025-08-31,2030-08-31,2,"[{'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(29.51)}, {'date': datetime.date(2025, 9, 3), 'result': 'Fail', 'wear': np.float64(24.59)}]",No,,Plain
QR0107,V002,Jindal Rail Infra,LOT2035,2024-07-03,2029-07-03,4,"[{'date': datetime.date(2024, 10, 2), 'result': 'Pass', 'wear': np.float64(36.53)}, {'date': datetime.date(2025, 3, 22), 'result': 'Pass', 'wear': np.float64(7.33)}, {'date': datetime.date(2024, 12, 15), 'result': 'Pass', 'wear': np.float64(23.72)}, {'date': datetime.date(2025, 7, 17), 'result': 'Pass', 'wear': np.float64(16.83)}]",No,,Heavy Load Zone
QR0108,V001,Tata Steel,LOT4846,2025-06-25,2027-06-25,5,"[{'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(36.9)}, {'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(6.92)}, {'date': datetime.date(2025, 9, 2), 'result': 'Pass', 'wear': np.float64(6.6)}, {'date': datetime.date(2025, 8, 13), 'result': 'Fail', 'wear': np.float64(9.01)}, {'date': datetime.date(2025, 8, 15), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Coastal Area
QR0109,V004,Bharat Forge,LOT2622,2024-11-11,2029-11-11,5,"[{'date': datetime.date(2025, 8, 23), 'result': 'Fail', 'wear': np.float64(9.74)}, {'date': datetime.date(2025, 1, 25), 'result': 'Pass', 'wear': np.float64(7.41)}, {'date': datetime.date(2025, 3, 16), 'result': 'Pass', 'wear': np.float64(16.5)}, {'date': datetime.date(2025, 7, 2), 'result': 'Pass', 'wear': np.float64(18.42)}, {'date': datetime.date(2025, 3, 18), 'result': 'Pass', 'wear': np.float64(33.76)}]",No,,Hilly Terrain
QR0110,V001,Tata Steel,LOT7018,2024-04-27,2027-04-27,2,"[{'date': datetime.date(2025, 7, 13), 'result': 'Pass', 'wear': np.float64(24.5)}, {'date': datetime.date(2024, 11, 3), 'result': 'Pass', 'wear': np.float64(9.23)}]",No,,Urban Metro
QR0111,V001,Tata Steel,LOT4475,2024-07-24,2025-07-24,2,"[{'date': datetime.date(2025, 8, 14), 'result': 'Pass', 'wear': np.float64(6.02)}, {'date': datetime.date(2025, 4, 12), 'result': 'Pass', 'wear': np.float64(19.92)}]",No,,Plain
QR0112,V002,Jindal Rail Infra,LOT2124,2024-10-20,2026-10-20,3,"[{'date': datetime.date(2025, 3, 19), 'result': 'Pass', 'wear': np.float64(1.8)}, {'date': datetime.date(2025, 2, 6), 'result': 'Pass', 'wear': np.float64(33.31)}, {'date': datetime.date(2025, 5, 16), 'result': 'Pass', 'wear': np.float64(26.79)}]",No,,Plain
QR0113,V001,Tata Steel,LOT5542,2024-01-31,2026-01-31,3,"[{'date': datetime.date(2025, 5, 24), 'result': 'Pass', 'wear': np.float64(10.31)}, {'date': datetime.date(2024, 11, 18), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 12, 15), 'result': 'Pass', 'wear': np.float64(28.54)}]",No,,Coastal Area
QR0114,V001,Tata Steel,LOT6869,2025-04-11,2027-04-11,4,"[{'date': datetime.date(2025, 5, 28), 'result': 'Pass', 'wear': np.float64(13.85)}, {'date': datetime.date(2025, 8, 2), 'result': 'Pass', 'wear': np.float64(27.38)}, {'date': datetime.date(2025, 9, 2), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 6, 20), 'result': 'Pass', 'wear': np.float64(9.01)}]",No,,Heavy Load Zone
QR0115,V004,Bharat Forge,LOT8344,2023-11-06,2026-11-06,2,"[{'date': datetime.date(2023, 12, 2), 'result': 'Pass', 'wear': np.float64(15.05)}, {'date': datetime.date(2024, 2, 6), 'result': 'Pass', 'wear': np.float64(15.47)}]",No,,Plain
QR0116,V003,SAIL,LOT8504,2024-01-16,2025-01-16,2,"[{'date': datetime.date(2024, 1, 23), 'result': 'Fail', 'wear': np.float64(10.5)}, {'date': datetime.date(2024, 4, 6), 'result': 'Pass', 'wear': np.float64(21.23)}]",No,,Heavy Load Zone
QR0117,V004,Bharat Forge,LOT8267,2025-05-18,2026-05-18,2,"[{'date': datetime.date(2025, 5, 18), 'result': 'Pass', 'wear': np.float64(4.32)}, {'date': datetime.date(2025, 6, 24), 'result': 'Pass', 'wear': np.float64(13.58)}]",No,,Plain
QR0118,V005,Reliance Infra,LOT9984,2025-06-28,2028-06-28,5,"[{'date': datetime.date(2025, 7, 14), 'result': 'Fail', 'wear': np.float64(16.2)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(20.14)}, {'date': datetime.date(2025, 7, 3), 'result': 'Pass', 'wear': np.float64(22.12)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(3.75)}, {'date': datetime.date(2025, 7, 7), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Plain
QR0119,V002,Jindal Rail Infra,LOT8046,2024-04-24,2029-04-24,3,"[{'date': datetime.date(2025, 2, 5), 'result': 'Pass', 'wear': np.float64(27.78)}, {'date': datetime.date(2024, 5, 5), 'result': 'Pass', 'wear': np.float64(18.32)}, {'date': datetime.date(2024, 11, 18), 'result': 'Pass', 'wear': np.float64(7.52)}]",No,,Hilly Terrain
QR0120,V004,Bharat Forge,LOT6120,2024-10-19,2027-10-19,4,"[{'date': datetime.date(2025, 3, 15), 'result': 'Fail', 'wear': np.float64(30.51)}, {'date': datetime.date(2025, 1, 18), 'result': 'Pass', 'wear': np.float64(16.16)}, {'date': datetime.date(2025, 7, 6), 'result': 'Pass', 'wear': np.float64(26.79)}, {'date': datetime.date(2025, 5, 19), 'result': 'Pass', 'wear': np.float64(15.68)}]",No,,Urban Metro
QR0121,V001,Tata Steel,LOT7105,2025-06-20,2027-06-20,2,"[{'date': datetime.date(2025, 6, 23), 'result': 'Pass', 'wear': np.float64(35.61)}, {'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(32.55)}]",No,,Heavy Load Zone
QR0122,V004,Bharat Forge,LOT6793,2023-12-18,2028-12-18,2,"[{'date': datetime.date(2025, 3, 19), 'result': 'Fail', 'wear': np.float64(12.51)}, {'date': datetime.date(2025, 2, 28), 'result': 'Pass', 'wear': np.float64(24.72)}]",No,,Plain
QR0123,V005,Reliance Infra,LOT4485,2024-09-08,2026-09-08,5,"[{'date': datetime.date(2025, 7, 13), 'result': 'Pass', 'wear': np.float64(21.45)}, {'date': datetime.date(2025, 6, 20), 'result': 'Pass', 'wear': np.float64(28.69)}, {'date': datetime.date(2025, 4, 9), 'result': 'Pass', 'wear': np.float64(5.35)}, {'date': datetime.date(2024, 12, 18), 'result': 'Pass', 'wear': np.float64(21.86)}, {'date': datetime.date(2024, 10, 4), 'result': 'Pass', 'wear': np.float64(25.58)}]",No,,Urban Metro
QR0124,V005,Reliance Infra,LOT1430,2023-09-10,2026-09-10,2,"[{'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 6, 14), 'result': 'Pass', 'wear': np.float64(3.17)}]",No,,Hilly Terrain
